amount,balance_before_txn,balance,transactionduration,is_fraud
47.38,-71418.6,-71465.98,24.7143,0
39.43,-71465.98,-71505.4,11.4706,0
103.43,-71505.4,-71608.83,2.8834,0
26.59,-71608.83,-71635.42,7.8583,0
76.85,-71635.42,-71712.27,4.9911,0
142.88,-71712.27,-71855.15,6.2057,0
58.61,-71855.15,-71913.75,10.7449,0
52.22,-71913.75,-71965.98,33.7713,0
11.87,-71965.98,-71977.84,4.0924,0
33.06,-71977.84,-72010.9,15.726,0
61.56,-72010.9,-72072.47,5.2312,0
105.34,-72072.47,-72177.81,20.0798,0
45.43,-72177.81,-72223.25,7.0832,0
125.27,-72223.25,-72348.52,0.6975,0
76.92,-72348.52,-72425.44,1.2229,0
28.12,-72425.44,-72453.56,9.2858,0
56.4,-72453.56,-72509.96,21.5515,0
53.79,-72509.96,-72563.75,1.307,0
45.53,-72563.75,-72609.28,9.4645,0
22.69,-72609.28,-72631.97,7.1066,0
62.51,-72631.97,-72694.48,6.7084,0
60.29,-72694.48,-72754.77,54.6239,0
71.71,-72754.77,-72826.48,14.209,0
9.06,-72826.48,-72835.53,3.3048,0
57.17,-72835.53,-72892.71,7.8971,0
59.56,-72892.71,-72952.27,40.4997,0
15.59,-72952.27,-72967.86,2.686,0
142.9,-72967.86,-73110.76,26.3491,0
45.2,-73110.76,-73155.96,15.9176,0
57.36,-73155.96,-73213.32,26.9535,0
50.49,-73213.32,-73263.8,66.3241,0
27.21,-73263.8,-73291.02,9.2576,0
43.25,-73291.02,-73334.27,15.6022,0
28.1,-73334.27,-73362.37,25.0119,0
80.4,-73362.37,-73442.77,34.2845,0
47.31,-73442.77,-73490.07,18.4797,0
24.36,-73490.07,-73514.43,53.9107,0
23.0,-73514.43,-73537.43,50.7322,0
103.75,-73537.43,-73641.18,32.6728,0
90.09,-73641.18,-73731.27,13.8969,0
151.99,-73731.27,-73883.26,22.8424,0
52.18,-73883.26,-73935.44,16.9188,0
55.81,-73935.44,-73991.25,5.5906,0
35.28,-73991.25,-74026.53,0.6186,0
35.45,-74026.53,-74061.98,26.9297,0
886.11,-74061.98,-74948.09,0.3542,1
80.96,-74948.09,-75029.05,29.3783,0
52.76,-75029.05,-75081.8,22.3907,0
71.37,-75081.8,-75153.17,34.8978,0
104.66,-75153.17,-75257.83,16.1255,0
36.3,-75257.83,-75294.14,5.7333,0
56.51,-75294.14,-75350.65,38.3298,0
25.75,-75350.65,-75376.4,8.6764,0
35.38,-75376.4,-75411.79,1.6207,0
18.36,-75411.79,-75430.15,29.0971,0
63.34,-75430.15,-75493.49,4.1779,0
46.52,-75493.49,-75540.01,1.1294,0
29.24,-75540.01,-75569.25,8.4069,0
100.21,-75569.25,-75669.46,17.4649,0
34.55,-75669.46,-75704.01,19.7058,0
58.58,-75704.01,-75762.59,25.6863,0
28.59,-75762.59,-75791.18,20.0752,0
37.28,-75791.18,-75828.46,1.0554,0
34.79,-75828.46,-75863.24,3.6162,0
62.64,-75863.24,-75925.89,37.8498,0
64.88,-75925.89,-75990.77,1.7757,0
23.46,-75990.77,-76014.23,17.2377,0
62.93,-76014.23,-76077.16,8.0515,0
101.51,-76077.16,-76178.68,16.4309,0
33.36,-76178.68,-76212.04,9.7278,0
29.56,-76212.04,-76241.6,41.3262,0
29.96,-76241.6,-76271.56,36.1068,0
34.24,-76271.56,-76305.8,18.5322,0
104.63,-76305.8,-76410.43,17.0301,0
45.96,-76410.43,-76456.39,12.7381,0
61.31,-76456.39,-76517.7,44.5816,0
19.38,-76517.7,-76537.07,1.6767,0
54.86,-76537.07,-76591.94,2.4339,0
16.02,-76591.94,-76607.96,1.6718,0
55.87,-76607.96,-76663.83,41.7996,0
23.14,-76663.83,-76686.97,39.354,0
140.41,-76686.97,-76827.38,48.0206,0
103.49,-76827.38,-76930.87,7.84,0
32.74,-76930.87,-76963.61,0.1088,0
58.8,-76963.61,-77022.41,29.4019,0
52.43,-77022.41,-77074.84,10.5357,0
31.32,-77074.84,-77106.16,16.9028,0
33.02,-77106.16,-77139.18,22.623,0
50.62,-77139.18,-77189.8,0.8608,0
37.51,-77189.8,-77227.31,23.435,0
76.94,-77227.31,-77304.25,17.4852,0
80.15,-77304.25,-77384.41,44.8834,0
25.38,-77384.41,-77409.79,4.1652,0
21.28,-77409.79,-77431.07,0.9967,0
34.75,-77431.07,-77465.82,15.9846,0
57.68,-77465.82,-77523.5,5.1977,0
25.35,-77523.5,-77548.85,2.6406,0
17.02,-77548.85,-77565.87,19.3985,0
142.84,-77565.87,-77708.71,3.168,0
32.07,-77708.71,-77740.78,5.7415,0
23.11,-77740.78,-77763.9,13.1272,0
21.32,-77763.9,-77785.22,15.114,0
189.73,-77785.22,-77974.95,56.493,0
81.96,-77974.95,-78056.91,32.5313,0
68.97,-78056.91,-78125.88,1.4844,0
51.78,-78125.88,-78177.66,5.0903,0
52.79,-78177.66,-78230.44,6.2777,0
18.92,-78230.44,-78249.36,2.5185,0
59.72,-78249.36,-78309.08,19.8617,0
25.37,-78309.08,-78334.45,4.327,0
76.94,-78334.45,-78411.39,4.4904,0
87.97,-78411.39,-78499.36,47.6115,0
40.57,-78499.36,-78539.94,8.1273,0
60.78,-78539.94,-78600.72,64.5387,0
69.13,-78600.72,-78669.85,4.0485,0
33.47,-78669.85,-78703.32,15.2326,0
135.51,-78703.32,-78838.83,8.1392,0
58.06,-78838.83,-78896.89,14.6252,0
103.8,-78896.89,-79000.7,25.6787,0
40.55,-79000.7,-79041.25,96.5954,0
63.19,-79041.25,-79104.43,20.4823,0
42.53,-79104.43,-79146.96,3.3234,0
57.1,-79146.96,-79204.07,10.6597,0
29.91,-79204.07,-79233.98,9.6621,0
41.1,-79233.98,-79275.07,38.0886,0
57.26,-79275.07,-79332.33,2.6532,0
15.93,-79332.33,-79348.26,2.0577,0
124.48,-79348.26,-79472.74,26.4308,0
130.98,-79472.74,-79603.72,18.6762,0
36.01,-79603.72,-79639.73,3.5797,0
57.29,-79639.73,-79697.02,6.754,0
28.33,-79697.02,-79725.35,4.3493,0
23.86,-79725.35,-79749.21,2.8364,0
38.99,-79749.21,-79788.2,3.129,0
19.83,-79788.2,-79808.04,3.3245,0
796.57,-79808.04,-80604.6,0.1139,1
38.75,-80604.6,-80643.35,73.9872,0
36.51,-80643.35,-80679.86,5.092,0
44.77,-80679.86,-80724.64,38.6984,0
26.36,-80724.64,-80751.0,61.8593,0
9.93,-80751.0,-80760.93,29.2937,0
41.66,-80760.93,-80802.59,8.694,0
81.08,-80802.59,-80883.67,10.6031,0
120.05,-80883.67,-81003.72,10.3179,0
21.55,-81003.72,-81025.28,36.0172,0
27.75,-81025.28,-81053.02,21.7191,0
92.71,-81053.02,-81145.73,61.4405,0
48.88,-81145.73,-81194.61,20.9324,0
52.95,-81194.61,-81247.56,2.0693,0
86.99,-81247.56,-81334.55,1.7204,0
34.24,-81334.55,-81368.79,5.3594,0
47.02,-81368.79,-81415.81,18.527,0
93.55,-81415.81,-81509.36,52.0902,0
34.67,-81509.36,-81544.03,21.2018,0
63.46,-81544.03,-81607.49,9.2565,0
17.01,-81607.49,-81624.5,64.1933,0
14.25,-81624.5,-81638.75,4.3881,0
104.46,-81638.75,-81743.22,29.9162,0
67.54,-81743.22,-81810.76,30.9789,0
45.16,-81810.76,-81855.92,4.4055,0
45.24,-81855.92,-81901.16,37.189,0
59.38,-81901.16,-81960.54,30.9188,0
24.36,-81960.54,-81984.89,9.9762,0
32.73,-81984.89,-82017.63,5.7254,0
33.19,-82017.63,-82050.82,98.907,0
32.16,-82050.82,-82082.98,14.0449,0
46.27,-82082.98,-82129.25,37.2025,0
61.02,-82129.25,-82190.27,8.058,0
38.87,-82190.27,-82229.14,7.1539,0
51.22,-82229.14,-82280.36,13.0231,0
41.61,-82280.36,-82321.97,15.1744,0
33.45,-82321.97,-82355.42,16.2689,0
19.66,-82355.42,-82375.07,0.3271,0
13.13,-82375.07,-82388.2,29.5192,0
17.48,-82388.2,-82405.68,3.497,0
41.91,-82405.68,-82447.58,25.664,0
16.65,-82447.58,-82464.23,21.5298,0
23.06,-82464.23,-82487.3,25.7806,0
70.11,-82487.3,-82557.4,9.8728,0
120.83,-82557.4,-82678.24,14.7163,0
59.34,-82678.24,-82737.57,20.0501,0
30.7,-82737.57,-82768.28,5.1798,0
48.21,-82768.28,-82816.49,24.77,0
46.26,-82816.49,-82862.74,9.1061,0
68.69,-82862.74,-82931.43,39.0464,0
28.8,-82931.43,-82960.24,1.2781,0
38.4,-82960.24,-82998.63,1.1795,0
59.1,-82998.63,-83057.74,6.8993,0
24.23,-83057.74,-83081.96,0.3776,0
41.48,-83081.96,-83123.45,16.6598,0
69.02,-83123.45,-83192.46,15.6754,0
25.26,-83192.46,-83217.72,3.703,0
75.01,-83217.72,-83292.74,8.251,0
85.35,-83292.74,-83378.09,49.3536,0
59.44,-83378.09,-83437.53,1.5628,0
86.0,-83437.53,-83523.53,0.9332,0
24.74,-83523.53,-83548.27,11.5054,0
25.04,-83548.27,-83573.31,47.5925,0
30.07,-83573.31,-83603.38,12.9478,0
30.25,-83603.38,-83633.63,25.162,0
64.32,-83633.63,-83697.95,5.7042,0
41.97,-83697.95,-83739.92,2.7724,0
83.42,-83739.92,-83823.34,8.1177,0
46.84,-83823.34,-83870.18,5.3709,0
42.28,-83870.18,-83912.47,3.0433,0
80.42,-83912.47,-83992.89,0.8014,0
41.47,-83992.89,-84034.36,18.12,0
35.11,-84034.36,-84069.47,1.6429,0
45.58,-84069.47,-84115.05,5.0812,0
55.24,-84115.05,-84170.29,13.6594,0
37.43,-84170.29,-84207.72,15.6358,0
80.95,-84207.72,-84288.66,83.614,0
43.41,-84288.66,-84332.07,11.9671,0
77.47,-84332.07,-84409.55,58.2149,0
58.64,-84409.55,-84468.19,5.4971,0
23.96,-84468.19,-84492.14,3.6298,0
13.03,-84492.14,-84505.17,12.4625,0
113.45,-84505.17,-84618.62,3.7407,0
45.02,-84618.62,-84663.65,29.3545,0
179.93,-84663.65,-84843.57,18.5624,0
47.27,-84843.57,-84890.84,16.0935,0
43.0,-84890.84,-84933.84,48.1374,0
18.57,-84933.84,-84952.41,2.7539,0
57.28,-84952.41,-85009.69,10.5123,0
108.75,-85009.69,-85118.44,4.8146,0
93.35,-85118.44,-85211.78,1.3319,0
111.45,-85211.78,-85323.24,7.3786,0
75.26,-85323.24,-85398.5,64.372,0
37.8,-85398.5,-85436.3,6.0903,0
78.4,-85436.3,-85514.7,5.8522,0
110.64,-85514.7,-85625.34,5.8131,0
36.85,-85625.34,-85662.19,3.2382,0
78.58,-85662.19,-85740.77,0.6043,0
68.72,-85740.77,-85809.49,8.0397,0
33.59,-85809.49,-85843.08,50.7338,0
113.2,-85843.08,-85956.29,0.599,0
21.89,-85956.29,-85978.17,16.8438,0
141.86,-85978.17,-86120.03,0.7665,0
37.77,-86120.03,-86157.79,10.5241,0
24.04,-86157.79,-86181.83,20.8186,0
21.61,-86181.83,-86203.45,2.3951,0
75.27,-86203.45,-86278.72,14.9399,0
80.58,-86278.72,-86359.3,0.3349,0
138.34,-86359.3,-86497.64,5.0288,0
646.78,-86497.64,-87144.41,0.0977,1
41.46,-87144.41,-87185.87,8.0279,0
53.6,-87185.87,-87239.47,15.912,0
129.37,-87239.47,-87368.84,9.7206,0
50.57,-87368.84,-87419.41,2.2622,0
92.63,-87419.41,-87512.04,0.3061,0
29.53,-87512.04,-87541.57,4.0396,0
36.59,-87541.57,-87578.15,16.9822,0
28.33,-87578.15,-87606.48,4.981,0
22.34,-87606.48,-87628.82,30.4457,0
61.37,-87628.82,-87690.19,50.9359,0
18.34,-87690.19,-87708.53,10.3603,0
27.83,-87708.53,-87736.36,10.6319,0
28.6,-87736.36,-87764.96,32.0257,0
58.06,-87764.96,-87823.02,23.732,0
120.45,-87823.02,-87943.47,0.2265,0
45.67,-87943.47,-87989.13,29.6309,0
54.41,-87989.13,-88043.54,9.0881,0
37.49,-88043.54,-88081.03,42.8723,0
21.54,-88081.03,-88102.57,13.6333,0
121.67,-88102.57,-88224.25,7.1385,0
22.5,-88224.25,-88246.75,12.0652,0
33.81,-88246.75,-88280.56,15.297,0
73.14,-88280.56,-88353.7,16.2577,0
47.07,-88353.7,-88400.77,0.1013,0
10.9,-88400.77,-88411.67,14.8795,0
19.79,-88411.67,-88431.46,0.7264,0
35.0,-88431.46,-88466.46,2.0726,0
40.65,-88466.46,-88507.11,2.735,0
36.67,-88507.11,-88543.78,5.1198,0
122.19,-88543.78,-88665.97,29.7291,0
54.37,-88665.97,-88720.34,17.6911,0
111.88,-88720.34,-88832.22,4.0491,0
114.38,-88832.22,-88946.6,10.9976,0
73.02,-88946.6,-89019.62,12.833,0
40.13,-89019.62,-89059.76,9.5818,0
37.58,-89059.76,-89097.34,19.2473,0
16.21,-89097.34,-89113.54,19.1972,0
19.64,-89113.54,-89133.18,49.3211,0
37.18,-89133.18,-89170.36,1.5938,0
36.61,-89170.36,-89206.98,14.1281,0
25.9,-89206.98,-89232.88,1.7003,0
21.08,-89232.88,-89253.95,11.773,0
18.18,-89253.95,-89272.14,1.0982,0
194.36,-89272.14,-89466.5,8.0541,0
21.81,-89466.5,-89488.3,37.1068,0
50.06,-89488.3,-89538.36,42.6603,0
18.96,-89538.36,-89557.32,3.6703,0
83.08,-89557.32,-89640.4,1.719,0
24.22,-89640.4,-89664.63,1.1249,0
39.46,-89664.63,-89704.09,20.4062,0
69.23,-89704.09,-89773.32,16.6462,0
34.0,-89773.32,-89807.31,17.7108,0
15.47,-89807.31,-89822.79,61.4097,0
39.46,-89822.79,-89862.25,36.2884,0
27.51,-89862.25,-89889.76,46.946,0
68.71,-89889.76,-89958.47,56.8759,0
71.89,-89958.47,-90030.36,0.6234,0
23.97,-90030.36,-90054.33,48.1361,0
30.25,-90054.33,-90084.58,4.596,0
38.57,-90084.58,-90123.16,6.0361,0
30.95,-90123.16,-90154.11,11.9388,0
38.94,-90154.11,-90193.05,29.663,0
22.24,-90193.05,-90215.29,5.1999,0
51.48,-90215.29,-90266.76,1.475,0
90.0,-90266.76,-90356.77,16.1009,0
52.41,-90356.77,-90409.17,1.1494,0
85.56,-90409.17,-90494.73,37.7451,0
62.57,-90494.73,-90557.3,58.3221,0
55.49,-90557.3,-90612.78,33.7354,0
16.55,-90612.78,-90629.33,36.4114,0
165.54,-90629.33,-90794.87,11.1418,0
75.3,-90794.87,-90870.17,33.8012,0
43.24,-90870.17,-90913.41,2.8144,0
37.67,-90913.41,-90951.08,35.2642,0
32.02,-90951.08,-90983.1,30.7488,0
66.7,-90983.1,-91049.79,1.7921,0
46.61,-91049.79,-91096.41,9.412,0
113.78,-91096.41,-91210.18,12.2194,0
15.28,-91210.18,-91225.47,13.8649,0
30.59,-91225.47,-91256.06,2.1097,0
38.17,-91256.06,-91294.23,9.6539,0
93.07,-91294.23,-91387.3,10.2262,0
62.5,-91387.3,-91449.8,23.7163,0
41.51,-91449.8,-91491.31,19.9735,0
39.11,-91491.31,-91530.42,5.6991,0
27.77,-91530.42,-91558.19,0.3681,0
36.16,-91558.19,-91594.35,19.6452,0
13.54,-91594.35,-91607.9,8.3342,0
43.5,-91607.9,-91651.4,14.3714,0
22.29,-91651.4,-91673.68,79.9286,0
53.76,-91673.68,-91727.45,4.1552,0
17.0,-91727.45,-91744.45,11.3246,0
89.74,-91744.45,-91834.19,0.1468,0
18.88,-91834.19,-91853.07,6.3764,0
108.97,-91853.07,-91962.04,34.5887,0
46.89,-91962.04,-92008.92,34.6951,0
140.45,-92008.92,-92149.37,46.8721,0
50.63,-92149.37,-92200.0,19.3301,0
35.74,-92200.0,-92235.74,7.6072,0
14.07,-92235.74,-92249.81,2.6114,0
35.87,-92249.81,-92285.67,2.7061,0
100.41,-92285.67,-92386.08,2.4202,0
17.56,-92386.08,-92403.64,1.8071,0
21.36,-92403.64,-92425.0,6.432,0
609.02,-92425.0,-93034.01,0.2154,1
114.13,-93034.01,-93148.14,39.0699,0
82.7,-93148.14,-93230.84,4.6729,0
36.01,-93230.84,-93266.85,0.1904,0
83.31,-93266.85,-93350.16,11.8366,0
42.02,-93350.16,-93392.18,1.6535,0
42.23,-93392.18,-93434.41,1.4733,0
50.09,-93434.41,-93484.5,8.4108,0
90.63,-93484.5,-93575.12,26.8531,0
18.88,-93575.12,-93594.0,1.2316,0
57.33,-93594.0,-93651.33,5.6365,0
30.89,-93651.33,-93682.22,2.6715,0
49.18,-93682.22,-93731.4,16.6146,0
77.54,-93731.4,-93808.94,16.7342,0
31.61,-93808.94,-93840.55,6.3024,0
72.49,-93840.55,-93913.04,22.9025,0
80.19,-93913.04,-93993.24,14.7437,0
53.48,-93993.24,-94046.71,19.4333,0
32.31,-94046.71,-94079.02,2.6716,0
38.79,-94079.02,-94117.81,12.0608,0
46.83,-94117.81,-94164.64,5.282,0
27.57,-94164.64,-94192.22,5.456,0
68.12,-94192.22,-94260.34,5.0564,0
154.22,-94260.34,-94414.56,16.7645,0
51.18,-94414.56,-94465.74,18.6404,0
131.85,-94465.74,-94597.59,0.8038,0
46.57,-94597.59,-94644.16,16.7034,0
48.6,-94644.16,-94692.76,6.1411,0
58.64,-94692.76,-94751.4,35.0127,0
43.02,-94751.4,-94794.43,6.5737,0
257.73,-94794.43,-95052.15,3.706,0
55.68,-95052.15,-95107.83,15.5907,0
44.54,-95107.83,-95152.37,17.334,0
28.48,-95152.37,-95180.86,17.7916,0
32.22,-95180.86,-95213.08,30.151,0
39.6,-95213.08,-95252.67,19.0983,0
69.46,-95252.67,-95322.13,3.4341,0
11.89,-95322.13,-95334.03,7.4086,0
44.22,-95334.03,-95378.25,22.706,0
76.82,-95378.25,-95455.07,0.2469,0
29.08,-95455.07,-95484.15,13.9315,0
73.32,-95484.15,-95557.47,2.3384,0
40.86,-95557.47,-95598.34,17.4351,0
98.12,-95598.34,-95696.45,51.4682,0
54.8,-95696.45,-95751.26,13.2328,0
59.42,-95751.26,-95810.67,32.13,0
27.22,-95810.67,-95837.89,2.5858,0
23.02,-95837.89,-95860.91,2.5698,0
69.07,-95860.91,-95929.98,10.5697,0
65.72,-95929.98,-95995.7,15.3337,0
109.43,-95995.7,-96105.13,43.5654,0
59.43,-96105.13,-96164.56,29.5452,0
16.78,-96164.56,-96181.34,7.9427,0
118.76,-96181.34,-96300.1,13.7926,0
32.05,-96300.1,-96332.15,15.7024,0
62.75,-96332.15,-96394.9,10.7446,0
70.86,-96394.9,-96465.76,35.8622,0
98.47,-96465.76,-96564.23,34.3807,0
64.21,-96564.23,-96628.44,1.2393,0
43.16,-96628.44,-96671.61,22.1038,0
27.83,-96671.61,-96699.43,4.9152,0
36.65,-96699.43,-96736.08,5.3747,0
37.62,-96736.08,-96773.7,20.6191,0
42.79,-96773.7,-96816.49,9.6956,0
65.6,-96816.49,-96882.09,18.8262,0
36.44,-96882.09,-96918.53,37.0756,0
105.53,-96918.53,-97024.06,9.8172,0
37.13,-97024.06,-97061.19,44.4167,0
33.97,-97061.19,-97095.16,15.1417,0
14.14,-97095.16,-97109.3,23.4499,0
19.4,-97109.3,-97128.7,3.8559,0
86.57,-97128.7,-97215.27,28.9293,0
120.91,-97215.27,-97336.18,6.5713,0
42.55,-97336.18,-97378.72,7.2853,0
18.01,-97378.72,-97396.73,5.5819,0
72.73,-97396.73,-97469.46,10.3919,0
36.63,-97469.46,-97506.09,0.0066,0
22.97,-97506.09,-97529.06,13.2285,0
45.3,-97529.06,-97574.36,7.4871,0
33.83,-97574.36,-97608.19,1.263,0
64.06,-97608.19,-97672.25,17.7645,0
45.11,-97672.25,-97717.35,6.3655,0
59.86,-97717.35,-97777.21,26.0699,0
17.68,-97777.21,-97794.89,40.2053,0
92.78,-97794.89,-97887.68,27.4851,0
71.8,-97887.68,-97959.47,7.2896,0
37.34,-97959.47,-97996.82,30.7099,0
59.23,-97996.82,-98056.05,13.9767,0
88.62,-98056.05,-98144.67,0.3766,0
50.17,-98144.67,-98194.84,30.7012,0
13.32,-98194.84,-98208.16,34.9105,0
76.11,-98208.16,-98284.27,9.5263,0
89.65,-98284.27,-98373.92,10.0916,0
32.04,-98373.92,-98405.95,0.7296,0
33.35,-98405.95,-98439.31,1.8907,0
47.49,-98439.31,-98486.8,18.9587,0
270.92,-98486.8,-98757.72,27.182,0
32.77,-98757.72,-98790.48,26.7582,0
39.47,-98790.48,-98829.96,8.1272,0
29.07,-98829.96,-98859.03,14.2306,0
40.82,-98859.03,-98899.85,41.4411,0
83.56,-98899.85,-98983.41,13.3549,0
40.39,-98983.41,-99023.81,5.0686,0
38.57,-99023.81,-99062.38,5.8111,0
131.32,-99062.38,-99193.7,7.3661,0
80.8,-99193.7,-99274.5,16.6596,0
43.78,-99274.5,-99318.28,48.1627,0
27.65,-99318.28,-99345.93,3.7801,0
40.44,-99345.93,-99386.37,29.4377,0
50.78,-99386.37,-99437.15,75.9981,0
23.33,-99437.15,-99460.48,2.1332,0
24.74,-99460.48,-99485.23,2.3456,0
46.31,-99485.23,-99531.53,2.7664,0
19.17,-99531.53,-99550.7,29.0328,0
25.8,-99550.7,-99576.5,5.3888,0
108.17,-99576.5,-99684.67,4.5374,0
52.82,-99684.67,-99737.49,12.2528,0
112.75,-99737.49,-99850.23,44.668,0
147.91,-99850.23,-99998.14,16.9456,0
83.21,-99998.14,-100081.36,32.0801,0
22.25,-100081.36,-100103.6,12.9214,0
46.45,-100103.6,-100150.05,29.7223,0
15.87,-100150.05,-100165.92,9.9608,0
31.19,-100165.92,-100197.11,36.1683,0
33.8,-100197.11,-100230.9,9.6659,0
35.75,-100230.9,-100266.66,4.5953,0
30.28,-100266.66,-100296.94,13.2751,0
28.5,-100296.94,-100325.43,11.5015,0
58.28,-100325.43,-100383.71,26.0167,0
57.18,-100383.71,-100440.89,4.6334,0
112.46,-100440.89,-100553.35,3.2296,0
55.39,-100553.35,-100608.74,17.5994,0
58.22,-100608.74,-100666.96,11.6081,0
55.79,-100666.96,-100722.75,33.7948,0
34.49,-100722.75,-100757.24,5.1617,0
46.05,-100757.24,-100803.28,3.9849,0
88.29,-100803.28,-100891.58,6.1203,0
52.23,-100891.58,-100943.81,7.4785,0
131.41,-100943.81,-101075.23,9.8762,0
11.4,-101075.23,-101086.63,0.564,0
14.84,-101086.63,-101101.46,36.7342,0
23.97,-101101.46,-101125.43,4.053,0
23.97,-101125.43,-101149.4,13.0453,0
27.4,-101149.4,-101176.8,10.9731,0
35.59,-101176.8,-101212.39,11.7756,0
568.7,-101212.39,-101781.09,0.2413,1
96.16,-101781.09,-101877.26,7.1497,0
763.4,-101877.26,-102640.65,0.0528,1
39.1,-102640.65,-102679.75,12.7679,0
38.73,-102679.75,-102718.48,34.7253,0
29.17,-102718.48,-102747.66,29.2828,0
27.88,-102747.66,-102775.54,5.1786,0
26.84,-102775.54,-102802.38,35.6824,0
655.75,-102802.38,-103458.13,0.0217,1
47.98,-103458.13,-103506.11,23.645,0
22.05,-103506.11,-103528.16,23.5079,0
57.53,-103528.16,-103585.69,17.0208,0
135.42,-103585.69,-103721.12,6.4015,0
23.19,-103721.12,-103744.31,36.3161,0
85.82,-103744.31,-103830.13,0.2995,0
63.99,-103830.13,-103894.12,12.113,0
36.1,-103894.12,-103930.22,19.7604,0
56.53,-103930.22,-103986.75,0.5956,0
122.03,-103986.75,-104108.79,41.4628,0
45.8,-104108.79,-104154.59,9.6136,0
54.9,-104154.59,-104209.48,9.6861,0
27.45,-104209.48,-104236.94,31.0205,0
48.67,-104236.94,-104285.61,18.1652,0
44.42,-104285.61,-104330.03,4.2931,0
91.93,-104330.03,-104421.96,2.0792,0
19.41,-104421.96,-104441.38,7.0604,0
29.01,-104441.38,-104470.39,43.9664,0
80.58,-104470.39,-104550.97,12.6343,0
20.88,-104550.97,-104571.85,19.9884,0
34.23,-104571.85,-104606.08,7.8264,0
42.61,-104606.08,-104648.69,67.0824,0
82.65,-104648.69,-104731.34,29.0266,0
22.21,-104731.34,-104753.55,13.319,0
48.29,-104753.55,-104801.84,5.1549,0
82.73,-104801.84,-104884.56,33.358,0
59.4,-104884.56,-104943.96,8.8846,0
65.56,-104943.96,-105009.53,5.8007,0
27.28,-105009.53,-105036.81,41.393,0
31.63,-105036.81,-105068.44,18.9621,0
46.7,-105068.44,-105115.14,2.3997,0
22.46,-105115.14,-105137.6,62.004,0
108.73,-105137.6,-105246.33,8.8317,0
75.33,-105246.33,-105321.66,3.269,0
40.61,-105321.66,-105362.28,36.4346,0
49.18,-105362.28,-105411.45,48.0512,0
32.26,-105411.45,-105443.71,4.6263,0
57.42,-105443.71,-105501.13,51.6247,0
29.14,-105501.13,-105530.28,1.6187,0
59.06,-105530.28,-105589.34,24.1732,0
47.74,-105589.34,-105637.08,32.9507,0
43.35,-105637.08,-105680.43,11.4785,0
50.31,-105680.43,-105730.74,2.4606,0
67.65,-105730.74,-105798.39,32.0891,0
31.16,-105798.39,-105829.55,14.5815,0
27.08,-105829.55,-105856.63,30.0088,0
83.59,-105856.63,-105940.22,32.2322,0
530.43,-105940.22,-106470.65,0.2926,1
36.5,-106470.65,-106507.15,2.502,0
27.82,-106507.15,-106534.97,8.6068,0
40.78,-106534.97,-106575.75,11.9363,0
59.29,-106575.75,-106635.04,0.4722,0
56.12,-106635.04,-106691.16,4.7253,0
27.36,-106691.16,-106718.52,3.9121,0
53.11,-106718.52,-106771.63,6.4316,0
68.18,-106771.63,-106839.81,5.4621,0
40.67,-106839.81,-106880.48,32.9799,0
37.43,-106880.48,-106917.92,4.8139,0
356.39,-106917.92,-107274.3,0.0467,1
88.23,-107274.3,-107362.53,5.3424,0
60.47,-107362.53,-107423.0,36.6,0
75.16,-107423.0,-107498.16,2.2179,0
45.09,-107498.16,-107543.25,3.8302,0
19.73,-107543.25,-107562.98,3.828,0
26.89,-107562.98,-107589.87,39.4721,0
13.15,-107589.87,-107603.02,20.3754,0
83.56,-107603.02,-107686.58,18.6595,0
34.13,-107686.58,-107720.71,15.0009,0
17.77,-107720.71,-107738.47,5.8591,0
112.95,-107738.47,-107851.42,12.5755,0
100.01,-107851.42,-107951.43,7.1344,0
48.63,-107951.43,-108000.06,9.8824,0
92.66,-108000.06,-108092.72,7.61,0
14.29,-108092.72,-108107.02,6.735,0
28.13,-108107.02,-108135.14,0.3295,0
89.86,-108135.14,-108225.0,21.9919,0
20.88,-108225.0,-108245.88,25.1535,0
30.58,-108245.88,-108276.47,17.1028,0
64.07,-108276.47,-108340.53,4.403,0
64.4,-108340.53,-108404.94,3.6371,0
54.43,-108404.94,-108459.37,30.4072,0
40.29,-108459.37,-108499.66,1.7822,0
60.16,-108499.66,-108559.82,4.2758,0
43.59,-108559.82,-108603.4,2.7987,0
15.69,-108603.4,-108619.09,11.4188,0
36.62,-108619.09,-108655.71,21.1141,0
77.69,-108655.71,-108733.4,59.8228,0
26.95,-108733.4,-108760.35,11.1974,0
49.12,-108760.35,-108809.47,1.429,0
107.27,-108809.47,-108916.74,1.0432,0
34.44,-108916.74,-108951.18,32.7756,0
48.03,-108951.18,-108999.2,19.4491,0
11.05,-108999.2,-109010.25,61.7961,0
10.68,-109010.25,-109020.93,3.3947,0
33.04,-109020.93,-109053.97,68.9687,0
44.17,-109053.97,-109098.14,10.6545,0
41.01,-109098.14,-109139.14,16.5757,0
45.15,-109139.14,-109184.29,16.3459,0
68.48,-109184.29,-109252.77,7.1087,0
25.25,-109252.77,-109278.02,73.9517,0
50.76,-109278.02,-109328.78,3.3214,0
34.05,-109328.78,-109362.82,1.5144,0
67.37,-109362.82,-109430.19,10.3688,0
33.31,-109430.19,-109463.5,8.4359,0
30.21,-109463.5,-109493.71,44.7103,0
47.51,-109493.71,-109541.22,6.5197,0
38.83,-109541.22,-109580.05,8.8077,0
